"log2FoldChange","AveExpr","t","pvalue","padj","identifier","value","up_down","gene","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other"
-16.5525698265896,-3.20311204324989,-5.3076703884888,8.7558546918118e-08,2.67033957176325e-06,"ENSG00000264230",-16.5525698265896,"down","ANXA8L1",9606,728113,"RP11-144G6.1","10","10q11.22","annexin A8-like 1","protein-coding","ANXA8L1","annexin A8-like 1","O","VAC-beta|annexin A8-like protein 1|annex"
-16.5335215652844,-4.2908397575916,-5.55978193460183,2.29922468697875e-08,8.36963186829826e-07,"ENSG00000083307",-16.5335215652844,"down","GRHL2",9606,79977,"NULL","8","8q22.3","grainyhead-like 2 (Drosophila)","protein-coding","GRHL2","grainyhead-like 2 (Drosophila)","O","brother of mammalian grainyhead|grainyhe"
-16.5334417142318,-5.79460796058311,-6.13013451122759,9.33230737568095e-10,5.46162179271995e-08,"ENSG00000197953",-16.5334417142318,"down","AADACL2",9606,344752,"NULL","3","3q25.1","arylacetamide deacetylase-like 2","protein-coding","AADACL2","arylacetamide deacetylase-like 2","O","NULL"
-16.4887715766481,2.48983534366101,-5.21637518300559,1.40326800229005e-07,3.95381483308993e-06,"ENSG00000118898",-16.4887715766481,"down","PPL",9606,5493,"NULL","16","16p13.3","periplakin","protein-coding","PPL","periplakin","O","190 kDa paraneoplastic pemphigus antigen"
-16.4489740912291,-1.49629217422276,-5.59811829123881,1.86749219356898e-08,7.03621985749223e-07,"ENSG00000147676",-16.4489740912291,"down","MAL2",9606,114569,"NULL","8","8q23","mal, T-cell differentiation protein 2 (gene/pseudogene)","protein-coding","MAL2","mal, T-cell differentiation protein 2 (gene/pseudogene)","O","MAL proteolipid protein 2|MAL2 proteolip"
-16.425365417809,-4.78939702868883,-6.13527356142413,9.05408962576356e-10,5.32293847725129e-08,"ENSG00000167769",-16.425365417809,"down","ACER1",9606,125981,"NULL","19","19p13.3","alkaline ceramidase 1","protein-coding","ACER1","alkaline ceramidase 1","O","N-acylsphingosine amidohydrolase (alkali"
-16.3670014472636,-2.49132217868194,-6.98407966675652,4.88933451147946e-12,6.02029263969577e-10,"ENSG00000164855",-16.3670014472636,"down","TMEM184A",9606,202915,"tcag7.540","7","7p22.3","transmembrane protein 184A","protein-coding","TMEM184A","transmembrane protein 184A","O","NULL"
-16.3407358652708,-5.3512400991102,-5.21742747816737,1.39439343902466e-07,3.933103854403e-06,"ENSG00000196734",-16.3407358652708,"down","LCE1B",9606,353132,"NULL","1","1q21.3","late cornified envelope 1B","protein-coding","LCE1B","late cornified envelope 1B","O","late cornified envelope protein 1B|late "
-16.313933003972,-3.02141345968432,-6.07596917025205,1.27788529790951e-09,7.04720975507405e-08,"ENSG00000175315",-16.313933003972,"down","CST6",9606,1474,"NULL","11","11q13","cystatin E/M","protein-coding","CST6","cystatin E/M","O","cystatin 6|cystatin M|cystatin M/E|cysta"
-16.3101528160874,2.21799234786041,-4.36794743286766,8.25643506313155e-06,0.000118055585897154,"ENSG00000163347",-16.3101528160874,"down","CLDN1",9606,9076,"UNQ481/PRO944","3","3q28-q29","claudin 1","protein-coding","CLDN1","claudin 1","O","claudin-1|senescence-associated epitheli"
-16.2857557331938,-5.37005402491564,-7.42255613282091,2.68989887502413e-13,4.78783448727571e-11,"ENSG00000230387",-16.2857557331938,"down","RP4-737E23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-16.2753701368164,-0.206286269437768,-6.4142880908929,1.72475921217991e-10,1.26102862626491e-08,"ENSG00000073282",-16.2753701368164,"down","TP63",9606,8626,"NULL","3","3q28","tumor protein p63","protein-coding","TP63","tumor protein p63","O","CUSP|amplified in squamous cell carcinom"
-16.241159098443,-3.33828401328569,-6.59779847283623,5.6172186227627e-11,4.86492602130478e-09,"ENSG00000179148",-16.241159098443,"down","ALOXE3",9606,59344,"NULL","17","17p13.1","arachidonate lipoxygenase 3","protein-coding","ALOXE3","arachidonate lipoxygenase 3","O","e-LOX-3|epidermal lipoxygenase|epidermis"
-16.2384853265759,-2.91455632543743,-5.24192996772971,1.22847791716385e-07,3.54650856421497e-06,"ENSG00000132698",-16.2384853265759,"down","RAB25",9606,57111,"NULL","1","1q22","RAB25, member RAS oncogene family","protein-coding","RAB25","RAB25, member RAS oncogene family","O","ras-related protein Rab-25"
-16.2224675563371,-5.10675280525717,-4.67185600720003,2.04344656039812e-06,3.7377258878324e-05,"ENSG00000169509",-16.2224675563371,"down","CRCT1",9606,54544,"NULL","1","1q21","cysteine-rich C-terminal 1","protein-coding","CRCT1","cysteine-rich C-terminal 1","O","cysteine-rich C-terminal protein 1|prote"
-16.2172728434827,-0.279252523660308,-5.19172221576797,1.5894900254732e-07,4.37813746717587e-06,"ENSG00000184363",-16.2172728434827,"down","PKP3",9606,11187,"NULL","11","11p15","plakophilin 3","protein-coding","PKP3","plakophilin 3","O","plakophilin 3b|plakophilin-3"
-16.1581597159442,-5.35925577090815,-6.0181655247349,1.7830959536009e-09,9.44967627648578e-08,"ENSG00000189433",-16.1581597159442,"down","GJB4",9606,127534,"NULL","1","1p34.3","gap junction protein, beta 4, 30.3kDa","protein-coding","GJB4","gap junction protein, beta 4, 30.3kDa","O","connexin 30.3|connexin-30.3|gap junction"
-16.1507154171069,-3.83764412852368,-4.90132618066951,6.78925748803897e-07,1.46736813608225e-05,"ENSG00000136695",-16.1507154171069,"down","IL36RN",9606,26525,"UNQ1896/PRO4342","2","2q14","interleukin 36 receptor antagonist","protein-coding","IL36RN","interleukin 36 receptor antagonist","O","IL-1 related protein 3|IL-1F5 (IL-1HY1, "
-16.1002545511819,-5.83819371346091,-6.55056757570375,7.51360173272108e-11,6.1954807386517e-09,"ENSG00000159763",-16.1002545511819,"down","PIP",9606,5304,"NULL","7","7q34","prolactin-induced protein","protein-coding","PIP","prolactin-induced protein","O","SABP|gross cystic disease fluid protein "
-16.0858706177883,-4.60011426428435,-5.07702092887851,2.84063775743164e-07,6.98894374466664e-06,"ENSG00000167741",-16.0858706177883,"down","GGT6",9606,124975,"NULL","17","17p13.2","gamma-glutamyltransferase 6","protein-coding","GGT6","gamma-glutamyltransferase 6","O","GGT 6|gamma-glutamyltransferase 6 homolo"
-16.0411609100065,-3.18715858770324,-6.65481939939693,3.94318319121596e-11,3.62169448334849e-09,"ENSG00000084110",-16.0411609100065,"down","HAL",9606,3034,"NULL","12","12q22-q24.1","histidine ammonia-lyase","protein-coding","HAL","histidine ammonia-lyase","O","histidase"
-16.0305339958357,-5.69481031255946,-6.08842385738725,1.18801970646987e-09,6.66556534875669e-08,"ENSG00000162040",-16.0305339958357,"down","HS3ST6",9606,64711,"NULL","16","16p13.3","heparan sulfate (glucosamine) 3-O-sulfotransferase 6","protein-coding","HS3ST6","heparan sulfate (glucosamine) 3-O-sulfotransferase 6","O","3-OST-6|h3-OST-6|heparan sulfate (glucos"
-16.0172708202852,5.71414083017054,-4.78234646077381,1.20642158038149e-06,2.3659980674822e-05,"ENSG00000011465",-16.0172708202852,"down","DCN",9606,1634,"NULL","12","12q21.33","decorin","protein-coding","DCN","decorin","O","PG-S2|bone proteoglycan II|decorin prote"
-16.0072887425899,-2.25163184095744,-5.75834557285122,7.73519562127904e-09,3.27812255812136e-07,"ENSG00000108244",-16.0072887425899,"down","KRT23",9606,25984,"NULL","17","17q21.2","keratin 23 (histone deacetylase inducible)","protein-coding","KRT23","keratin 23 (histone deacetylase inducible)","O","CK-23|cytokeratin 23|cytokeratin-23|hist"
-15.9372784058236,-1.56241743620343,-6.33659194836639,2.75086438491256e-10,1.90196205882335e-08,"ENSG00000261150",-15.9372784058236,"down","EPPK1",9606,83481,"NULL","8","8q24.3","epiplakin 1","protein-coding","EPPK1","epiplakin 1","O","450 kDa epidermal antigen|epidermal auto"
-15.9360318057481,-3.24969543261299,-3.99853556650318,4.06322716683856e-05,0.000453776849627591,"ENSG00000163207",-15.9360318057481,"down","IVL",9606,3713,"NULL","1","1q21","involucrin","protein-coding","IVL","involucrin","O","NULL"
-15.9303873624657,2.31370275241026,-10.9651538439165,2.18996602279501e-25,5.65208330823164e-22,"ENSG00000108352",-15.9303873624657,"down","RAPGEFL1",9606,51195,"NULL","17","17q21.1","Rap guanine nucleotide exchange factor (GEF)-like 1","protein-coding","RAPGEFL1","Rap guanine nucleotide exchange factor (GEF)-like 1","O","Link guanine nucleotide exchange factor "
-15.918925865153,-3.22669731516533,-5.46873131789634,3.7362378685794e-08,1.27382514068911e-06,"ENSG00000154227",-15.918925865153,"down","CERS3",9606,204219,"NULL","15","15q26.3","ceramide synthase 3","protein-coding","CERS3","ceramide synthase 3","O","LAG1 homolog, ceramide synthase 3|LAG1 l"
-15.9122666354166,-4.38927872139589,-5.7964568403775,6.25494905442212e-09,2.73616915500984e-07,"ENSG00000088386",-15.9122666354166,"down","SLC15A1",9606,6564,"RP11-130L10.1","13","13q32.3","solute carrier family 15 (oligopeptide transporter), member 1","protein-coding","SLC15A1","solute carrier family 15 (oligopeptide transporter), member 1","O","Caco-2 oligopeptide transporter|intestin"
-15.9001330203735,-0.648038353602781,-7.23761236521027,9.2897023158129e-13,1.41034074746362e-10,"ENSG00000143217",-15.9001330203735,"down","PVRL4",9606,81607,"NULL","1","1q22-q23.2","poliovirus receptor-related 4","protein-coding","PVRL4","poliovirus receptor-related 4","O","Ig superfamily receptor LNIR|nectin 4|po"
-15.892607094401,1.50599016780091,-5.86940150070288,4.15498743771867e-09,1.92479582426009e-07,"ENSG00000124466",-15.892607094401,"down","LYPD3",9606,27076,"UNQ491/PRO1007","19","19q13.31","LY6/PLAUR domain containing 3","protein-coding","LYPD3","LY6/PLAUR domain containing 3","O","2310061G07Rik|GPI-anchored metastasis-as"
-15.8396042450185,-3.30824130722872,-5.64858685565176,1.41500755739158e-08,5.51660574754067e-07,"ENSG00000179477",-15.8396042450185,"down","ALOX12B",9606,242,"NULL","17","17p13.1","arachidonate 12-lipoxygenase, 12R type","protein-coding","ALOX12B","arachidonate 12-lipoxygenase, 12R type","O","12R-lipoxygenase|arachidonate 12-lipoxyg"
-15.8314400915531,-2.97301877465918,-5.52355635398994,2.78557936099415e-08,9.80805153177327e-07,"ENSG00000125780",-15.8314400915531,"down","TGM3",9606,7053,"NULL","20","20q11.2","transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)","protein-coding","TGM3","transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase)","O","TG(E)|TGase E|TGase-3|protein-glutamine "
-15.8039328462639,-0.793143859362227,-6.38368228376181,2.07289157665817e-10,1.49857867512523e-08,"ENSG00000076826",-15.8039328462639,"down","CAMSAP3",9606,57662,"NULL","19","19p13.2","calmodulin regulated spectrin-associated protein family, member 3","protein-coding","CAMSAP3","calmodulin regulated spectrin-associated protein family, member 3","O","calmodulin-regulated spectrin-associated"
-15.8006976967288,-0.0930911944372548,-7.96829436188305,6.05423270356322e-15,1.72175718200676e-12,"ENSG00000149527",-15.8006976967288,"down","PLCH2",9606,9651,"RP3-395M20.1","1","1p36.32","phospholipase C, eta 2","protein-coding","PLCH2","phospholipase C, eta 2","O","1-phosphatidylinositol 4,5-bisphosphate "
-15.7716890524662,-2.87784423593327,-6.23958826077693,4.89801444728061e-10,3.1445983798474e-08,"ENSG00000162069",-15.7716890524662,"down","CCDC64B",9606,146439,"NULL","16","16p13.3","coiled-coil domain containing 64B","protein-coding","CCDC64B","coiled-coil domain containing 64B","O","BICD-related protein 2|bicaudal D-relate"
-15.7311368986277,-0.204358037079008,-5.24971486224357,1.17662767254849e-07,3.43136537862193e-06,"ENSG00000188505",-15.7311368986277,"down","NCCRP1",9606,342897,"NULL","19","19q13.2","non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)","protein-coding","NCCRP1","non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)","O","F-box only protein 50|NCC receptor prote"
-15.6942572182428,-4.26122783344487,-5.86217652712883,4.3249473465086e-09,1.98263882888171e-07,"ENSG00000124143",-15.6942572182428,"down","ARHGAP40",9606,343578,"RP5-1100H13.4","20","20q11.23","Rho GTPase activating protein 40","protein-coding","ARHGAP40","Rho GTPase activating protein 40","O","rho GTPase-activating protein 40|rho-typ"
-15.6446547729148,-2.73657316416955,-8.46101296226236,1.66529893339218e-16,8.10937739092809e-14,"ENSG00000109906",-15.6446547729148,"down","ZBTB16",9606,7704,"NULL","11","11q23.1","zinc finger and BTB domain containing 16","protein-coding","ZBTB16","zinc finger and BTB domain containing 16","O","zinc finger and BTB domain-containing pr"
-15.6067286826392,0.378911799786239,-6.50133340600984,1.01521163981185e-10,7.79809440830475e-09,"ENSG00000115112",-15.6067286826392,"down","TFCP2L1",9606,29842,"NULL","2","2q14","transcription factor CP2-like 1","protein-coding","TFCP2L1","transcription factor CP2-like 1","O","CP2-related transcriptional repressor 1|"
-15.5777629657118,-4.27845460577732,-5.10831377907746,2.41831300741805e-07,6.12504812644284e-06,"ENSG00000124935",-15.5777629657118,"down","SCGB1D2",9606,10647,"NULL","11","11q13","secretoglobin, family 1D, member 2","protein-coding","SCGB1D2","secretoglobin, family 1D, member 2","O","lipophilin-B|prostatein-like lipophilin "
-15.5305599247867,-2.24593011655041,-5.44792001481631,4.16605203986306e-08,1.40002131636492e-06,"ENSG00000052344",-15.5305599247867,"down","PRSS8",9606,5652,"NULL","16","16p11.2","protease, serine, 8","protein-coding","PRSS8","protease, serine, 8","O","channel-activating protease 1|prostasin|"
-15.5301559122674,-0.563935606568589,-8.98682776230179,3.04382524244262e-18,2.31053193182946e-15,"ENSG00000174564",-15.5301559122674,"down","IL20RB",9606,53833,"hCG_2022374","3","3q22.3","interleukin 20 receptor beta","protein-coding","IL20RB","interleukin 20 receptor beta","O","IL-20 receptor subunit beta|IL-20R-beta|"
-15.5112792757862,0.612758426580226,-7.07068021439786,2.78541096919886e-12,3.70560163422955e-10,"ENSG00000244617",-15.5112792757862,"down","ASPRV1",9606,151516,"NULL","2","2p13.3","aspartic peptidase, retroviral-like 1","protein-coding","ASPRV1","aspartic peptidase, retroviral-like 1","O","TPA-inducible aspartic proteinase-like p"
-15.501067105833,2.29576262068719,-3.7858289219425,9.64650459053545e-05,0.000934910390451106,"ENSG00000145824",-15.501067105833,"down","CXCL14",9606,9547,"UNQ240/PRO273","5","5q31","chemokine (C-X-C motif) ligand 14","protein-coding","CXCL14","chemokine (C-X-C motif) ligand 14","O","C-X-C motif chemokine 14|CXC chemokine i"
-15.4841507651572,0.71121674664848,-7.1642949080335,1.50816271522641e-12,2.16245397318214e-10,"ENSG00000107485",-15.4841507651572,"down","GATA3",9606,2625,"NULL","10","10p15","GATA binding protein 3","protein-coding","GATA3","GATA binding protein 3","O","GATA-binding factor 3|trans-acting T-cel"
-15.4509529407267,-4.36968099062097,-7.05466622449548,3.09158079494726e-12,4.07094942534662e-10,"ENSG00000118194",-15.4509529407267,"down","TNNT2",9606,7139,"NULL","1","1q32","troponin T type 2 (cardiac)","protein-coding","TNNT2","troponin T type 2 (cardiac)","O","cardiomyopathy, dilated 1D (autosomal do"
-15.3511214855404,-3.48953944431729,-5.69926779402379,1.0697612886717e-08,4.35480585162899e-07,"ENSG00000104055",-15.3511214855404,"down","TGM5",9606,9333,"NULL","15","15q15.2","transglutaminase 5","protein-coding","TGM5","transglutaminase 5","O","TG(X)|TGase X|TGase-5|protein-glutamine "
-15.3430575776008,5.20558720730319,-3.7931824042608,9.34192696337164e-05,0.000910520366305357,"ENSG00000185567",-15.3430575776008,"down","AHNAK2",9606,113146,"NULL","14","14q32.33","AHNAK nucleoprotein 2","protein-coding","AHNAK2","AHNAK nucleoprotein 2","O","protein AHNAK2"
-15.3045033822283,-4.70371028771972,-4.56041489979339,3.40489876441933e-06,5.62966157690342e-05,"ENSG00000159337",-15.3045033822283,"down","PLA2G4D",9606,283748,"NULL","15","15q15.1","phospholipase A2, group IVD (cytosolic)","protein-coding","PLA2G4D","phospholipase A2, group IVD (cytosolic)","O","cPLA2-delta|cytosolic phospholipase A2 d"
-15.2940595132265,-2.98694598606948,-5.86395993784325,4.2768618429005e-09,1.96758515692369e-07,"ENSG00000171954",-15.2940595132265,"down","CYP4F22",9606,126410,"NULL","19","19p13.12","cytochrome P450, family 4, subfamily F, polypeptide 22","protein-coding","CYP4F22","cytochrome P450, family 4, subfamily F, polypeptide 22","O","cytochrome P450 4F22|cytochrome P450, fa"
-15.282126880202,-0.923438885901153,-8.04107733802401,3.59570780685566e-15,1.10390929359812e-12,"ENSG00000110723",-15.282126880202,"down","EXPH5",9606,23086,"NULL","11","11q22.3","exophilin 5","protein-coding","EXPH5","exophilin 5","O","exophilin-5|slp homolog lacking C2 domai"
-15.2736362838715,-1.14272070900671,-5.94887431560166,2.64445910161387e-09,1.32013239755421e-07,"ENSG00000155066",-15.2736362838715,"down","PROM2",9606,150696,"UNQ2521/PRO6014","2","2q11.1","prominin 2","protein-coding","PROM2","prominin 2","O","hPROML2|prominin-2|prominin-like protein"
-15.2356615485461,0.351759902912468,-5.5778780968523,2.07361035903095e-08,7.62361962339457e-07,"ENSG00000117595",-15.2356615485461,"down","IRF6",9606,3664,"NULL","1","1q32.3-q41","interferon regulatory factor 6","protein-coding","IRF6","interferon regulatory factor 6","O","NULL"
-15.2180833528377,-1.46931968926853,-13.1739256456701,2.74592486841541e-34,7.08695749289333e-30,"ENSG00000106258",-15.2180833528377,"down","CYP3A5",9606,1577,"NULL","7","7q21.1","cytochrome P450, family 3, subfamily A, polypeptide 5","protein-coding","CYP3A5","cytochrome P450, family 3, subfamily A, polypeptide 5","O","aryl hydrocarbon hydroxylase|cytochrome "
-15.1880355538805,-4.4887597360875,-4.3647581431399,8.26494321060495e-06,0.000118111804718994,"ENSG00000172478",-15.1880355538805,"down","C2orf54",9606,79919,"NULL","2","2q37.3","chromosome 2 open reading frame 54","protein-coding","C2orf54","chromosome 2 open reading frame 54","O","uncharacterized protein C2orf54"
-15.1802686515706,-4.71041934141862,-4.65760983187553,2.16352062427757e-06,3.89388450432216e-05,"ENSG00000170426",-15.1802686515706,"down","SDR9C7",9606,121214,"NULL","12","12q13.3","short chain dehydrogenase/reductase family 9C, member 7","protein-coding","SDR9C7","short chain dehydrogenase/reductase family 9C, member 7","O","RDH-S|orphan short-chain dehydrogenase /"
